pure_text,orginial_text,len,label
just another drug smuggling device  .   How stupid do you have to be to think those would word  .   Go use these in the city and see how long they last  .    .  ,"['just', 'another', 'drug', 'smuggling', 'device', 'how', 'stupid', 'do', 'you', 'have', 'to', 'be', 'to', 'think', 'those', 'would', 'word', 'go', 'use', 'these', 'in', 'the', 'city', 'and', 'see', 'how', 'long', 'they', 'last']",29,0
Can't wait till they up my way  .   I need some batteries to make a ebike,"['can', 'not', 'wait', 'till', 'they', 'up', 'my', 'way', 'i', 'need', 'some', 'batteries', 'to', 'make', 'a', 'ebike']",16,0
"If a people operator has to go along side it ""just in case"", then why not just have that people drive the thing or - deliver the food himself? Having a robot do the delivery offers no advantages unless it is fully autonomous  .   We are close, but not quite there yet  .   JW3HH","['if', 'a', 'human', 'operator', 'has', 'to', 'go', 'along', 'side', 'it', 'just', 'in', 'case', 'then', 'why', 'not', 'just', 'have', 'that', 'human', 'drive', 'the', 'thing', 'or', 'deliver', 'the', 'food', 'himself', 'having', 'a', 'robot', 'do', 'the', 'delivery', 'offers', 'no', 'advantages', 'unless', 'it', 'is', 'fully', 'autonomous', 'we', 'are', 'close', 'but', 'not', 'quite', 'there', 'yet', 'jw3hh']",51,0
If they were in Middlesbrough someone would probably steal it or wreck it,"['if', 'they', 'were', 'in', 'middlesbrough', 'someone', 'would', 'probably', 'steal', 'it', 'or', 'wreck', 'it']",13,0
"Ahaha yes, I wonder how they programmed ""fear"" in him but his ""body language"" definitely conveys terror of crossing and being hit","['ahaha', 'yes', 'i', 'wonder', 'how', 'they', 'programmed', 'fear', 'in', 'him', 'but', 'his', 'body', 'language', 'definitely', 'conveys', 'terror', 'of', 'crossing', 'and', 'being', 'hit']",22,2
Hopefully it knows if you are the real person that ordered something  .   Not a thief  .  ,"['hopefully', 'it', 'knows', 'if', 'you', 'are', 'the', 'real', 'person', 'that', 'ordered', 'something', 'not', 'a', 'thief']",15,2
The customers will spill their coffee on the robots and gum up the mechanisms  .  ,"['the', 'customers', 'will', 'spill', 'their', 'coffee', 'on', 'the', 'robots', 'and', 'gum', 'up', 'the', 'mechanisms']",14,0
Looks great  .   But what about bad neighborhoods  .   Gangland   .   hmmm  .   don't think this works there  .    .   too fragile  .  ,"['looks', 'great', 'but', 'what', 'about', 'bad', 'neighborhoods', 'gangland', 'hmmm', 'do', 'not', 'think', 'this', 'works', 'there', 'too', 'fragile']",17,0
Cool deal let's see it ship a rolled up mattress or a box of chewy  .   I work for fed ex and honestly say this will never work or at least with the level of tech we have now  .  ,"['cool', 'deal', 'let', ""'s"", 'see', 'it', 'ship', 'a', 'rolled', 'up', 'mattress', 'or', 'a', 'box', 'of', 'chewy', 'i', 'work', 'for', 'fed', 'ex', 'and', 'honestly', 'say', 'this', 'will', 'never', 'work', 'or', 'at', 'least', 'with', 'the', 'level', 'of', 'tech', 'we', 'have', 'now']",39,0
"I liked Starship Tech's best  .   The only company thoughtful enough to alert pedestrians in heavily walked, and crowded intersections using a well placed flag  .   Whether or not we like it, we humans are somewhat like deers, who work best in a flat environment, and who tend to ignore ""anomalies,"" that don't fit into our ""flat space,"" especially when ""maxed out"" as in walking through a crowd in a heavily walked intersection  .   Just like the deer who is easily picked off by hunters in tree-stands, so to will pedestrians often stumble over a rolling beer cooler trying to navigate itself through a heavily walked intersection, with no eye-height flag  .   Which ever company is found to be best at meeting such people needs, will be found to be the most ""needed"" company  .   I agree with the Starship engineers, that attempts to fly merchandise overhead using the whirring blades of drones, totally ignores the very people need for safety from such overhead accidents waiting to happen  .   Sensible robots that are conscientiously designed with people safety first will take the day  .  ","['i', 'liked', 'starship', 'tech', ""'s"", 'best', 'the', 'only', 'company', 'thoughtful', 'enough', 'to', 'alert', 'pedestrians', 'in', 'heavily', 'walked', 'and', 'crowded', 'intersections', 'using', 'a', 'well', 'placed', 'flag', 'whether', 'or', 'not', 'we', 'like', 'it', 'we', 'humans', 'are', 'somewhat', 'like', 'deers', 'who', 'work', 'best', 'in', 'a', 'flat', 'environment', 'and', 'who', 'tend', 'to', 'ignore', 'anomalies', 'that', 'do', 'not', 'fit', 'into', 'our', 'flat', 'space', 'especially', 'when', 'maxed', 'out', 'as', 'in', 'walking', 'through', 'a', 'crowd', 'in', 'a', 'heavily', 'walked', 'intersection', 'just', 'like', 'the', 'deer', 'who', 'is', 'easily', 'picked', 'off', 'by', 'hunters', 'in', 'tree-stands', 'so', 'to', 'will', 'pedestrians', 'often', 'stumble', 'over', 'a', 'rolling', 'beer', 'cooler', 'trying', 'to', 'navigate', 'itself', 'through', 'a', 'heavily', 'walked', 'intersection', 'with', 'no', 'eye-height', 'flag', 'which', 'ever', 'company', 'is', 'found', 'to', 'be', 'best', 'at', 'meeting', 'such', 'human', 'needs', 'will', 'be', 'found', 'to', 'be', 'the', 'most', 'needed', 'company', 'i', 'agree', 'with', 'the', 'starship', 'engineers', 'that', 'attempts', 'to', 'fly', 'merchandise', 'overhead', 'using', 'the', 'whirring', 'blades', 'of', 'drones', 'totally', 'ignores', 'the', 'very', 'human', 'need', 'for', 'safety', 'from', 'such', 'overhead', 'accidents', 'waiting', 'to', 'happen', 'sensible', 'robots', 'that', 'are', 'conscientiously', 'designed', 'with', 'human', 'safety', 'first', 'will', 'take', 'the', 'day']",179,1
So adorable,"['so', 'adorable']",2,1
Needs a snowplow in the updated design or tank treads,"['needs', 'a', 'snowplow', 'in', 'the', 'updated', 'design', 'or', 'tank', 'treads']",10,2
thing is you can run them over and they won't duff you up  .  ,"['thing', 'is', 'you', 'can', 'run', 'them', 'over', 'and', 'they', 'will', 'not', 'duff', 'you', 'up']",14,0
That is so awesome,"['that', 'is', 'so', 'awesome']",4,1
"The main problem of these robots is speed  .   My university has smaller versions of these delivery bots called Starships, which can each carry a max of 40 lbs  .   Impressive, since it can navigate around people, but they are SUPER slow - they crawl around at 3 mph and wait for 5 minutes at each crossing and streetlight  .   That will be the main issue with these to become feasible - to be faster and be able to move when traffic moves too  .  ","['the', 'main', 'problem', 'of', 'these', 'robots', 'is', 'speed', 'my', 'university', 'has', 'smaller', 'versions', 'of', 'these', 'delivery', 'bots', 'called', 'starships', 'which', 'can', 'each', 'carry', 'a', 'max', 'of', 'lbs', 'impressive', 'since', 'it', 'can', 'navigate', 'around', 'people', 'but', 'they', 'are', 'super', 'slow', 'they', 'crawl', 'around', 'at', 'mph', 'and', 'wait', 'for', 'minutes', 'at', 'each', 'crossing', 'and', 'streetlight', 'that', 'will', 'be', 'the', 'main', 'issue', 'with', 'these', 'to', 'become', 'feasible', 'to', 'be', 'faster', 'and', 'be', 'able', 'to', 'move', 'when', 'traffic', 'moves', 'too']",76,0
How to fix a robot 101 Just add thank you,"['how', 'to', 'fix', 'a', 'robot', 'just', 'add', 'thank', 'you']",9,2
Pure novelty value until people start to realize their jobs are going and get angry with the technology  .  ,"['pure', 'novelty', 'value', 'until', 'people', 'start', 'to', 'realize', 'their', 'jobs', 'are', 'going', 'and', 'get', 'angry', 'with', 'the', 'technology']",18,0
This is why robots will attack humans  .   Humans only care about themselves it will be our doom in the end  .  ,"['this', 'is', 'why', 'robots', 'will', 'attack', 'humans', 'humans', 'only', 'care', 'about', 'themselves', 'it', 'will', 'be', 'our', 'doom', 'in', 'the', 'end']",20,0
Great! have to look out for robots while I am driving now  .  ,"['great', 'have', 'to', 'look', 'out', 'for', 'robots', 'while', 'i', 'am', 'driving', 'now']",12,0
Your delivery would be frozen,"['your', 'delivery', 'would', 'be', 'frozen']",5,1
That is neat!,"['that', 'is', 'neat']",3,1
What happens when someone kicks the robot on its side?,"['what', 'happens', 'when', 'someone', 'kicks', 'the', 'robot', 'on', 'its', 'side']",10,2
"Its not, its something homeless people need to attack to get free food  .  ","['its', 'not', 'its', 'something', 'homeless', 'people', 'need', 'to', 'attack', 'to', 'get', 'free', 'food']",13,0
“Your order got crushed by a train while it was coming to your destination”,"['your', 'order', 'got', 'crushed', 'by', 'a', 'train', 'while', 'it', 'was', 'coming', 'to', 'your', 'destination']",14,0
Instead using the money towards professors salaries they use it to deliver lazy kids food,"['instead', 'using', 'the', 'money', 'towards', 'professors', 'salaries', 'they', 'use', 'it', 'to', 'deliver', 'lazy', 'kids', 'food']",15,2
Good robot,"['good', 'robot']",2,1
Yeah they’re everywhere like scooters,"['yeah', 'they', 're', 'everywhere', 'like', 'scooters']",6,2
Japan would be a place this might work  .  ,"['japan', 'would', 'be', 'a', 'place', 'this', 'might', 'work']",8,2
"Don't let scousers see this, it will get stolen as soon as it leaves the building","['do', 'not', 'let', 'scousers', 'see', 'this', 'it', 'will', 'get', 'stolen', 'as', 'soon', 'as', 'it', 'leaves', 'the', 'building']",17,0
So will these robots gets tickets for jaywalking? I noticed one crossing but not at a cross walk  .  ,"['so', 'will', 'these', 'robots', 'gets', 'tickets', 'for', 'jaywalking', 'i', 'noticed', 'one', 'crossing', 'but', 'not', 'at', 'a', 'cross', 'walk']",18,0
We don’t need your technology bullshit,"['we', 'don', 't', 'need', 'your', 'technology', 'bullshit']",7,0
if I see this shit Ima break it,"['if', 'i', 'see', 'this', 'shit', 'ima', 'break', 'it']",8,0
Someone did not get their lunch on time,"['someone', 'did', 'not', 'get', 'their', 'lunch', 'on', 'time']",8,0
it can cross the street wow!!!,"['it', 'can', 'cross', 'the', 'street', 'wow']",6,1
is it? They testing them down there? Not seen them in the West Midlands,"['is', 'it', 'they', 'testing', 'them', 'down', 'there', 'not', 'seen', 'them', 'in', 'the', 'west', 'midlands']",14,2
Milton Keynes is a city built from scratch in the 1960s  .   The robot probably wouldn’t work in the rest of the up,"['milton', 'keynes', 'is', 'a', 'city', 'built', 'from', 'scratch', 'in', 'the', 'the', 'robot', 'probably', 'wouldn', 't', 'work', 'in', 'the', 'rest', 'of', 'the', 'up']",22,2
Stay away from  Baltimore little guy,"['stay', 'away', 'from', 'baltimore', 'little', 'guy']",6,0
People tried and it will literally start screaming,"['people', 'tried', 'and', 'it', 'will', 'literally', 'start', 'screaming']",8,1
"I want to kick one over, and watch as it panics and tries to upright itself","['i', 'want', 'to', 'kick', 'one', 'over', 'and', 'watch', 'as', 'it', 'panics', 'and', 'tries', 'to', 'upright', 'itself']",16,0
"That's a double fault if the police didn't secure it  .   If it is able to move unfettered through some crime scenes, it could really eliminate some evidence of the crime, and obviously the company is at fault for releasing a buggy robot  .   Really grinds my gears  .  ","['that', ""'s"", 'a', 'double', 'fault', 'if', 'the', 'police', 'did', 'not', 'secure', 'it', 'if', 'it', 'is', 'able', 'to', 'move', 'unfettered', 'through', 'some', 'crime', 'scenes', 'it', 'could', 'really', 'eliminate', 'some', 'evidence', 'of', 'the', 'crime', 'and', 'obviously', 'the', 'company', 'is', 'at', 'fault', 'for', 'releasing', 'a', 'buggy', 'robot', 'really', 'grinds', 'my', 'gears']",48,0
No one can pry it open it has strong lock which only opens with users code and if someone even try to pry it open it will start an loud alarm  .   Watch this for to know,"['no', 'one', 'can', 'pry', 'it', 'open', 'it', 'has', 'strong', 'lock', 'which', 'only', 'opens', 'with', 'users', 'code', 'and', 'if', 'someone', 'even', 'try', 'to', 'pry', 'it', 'open', 'it', 'will', 'start', 'an', 'loud', 'alarm', 'watch', 'this', 'for', 'to', 'know']",36,1
*smash and grab the food  .   Free FOOD  .  *,"['smash', 'and', 'grab', 'the', 'food', 'free', 'food']",7,0
"Aww, I am sure he would love some empathy ️","['aww', 'i', 'am', 'sure', 'he', 'would', 'love', 'some', 'empathy', '️']",10,1
"I think this will be good in certain situations like now with Coronavirus, but with other thing its not as good","['i', 'think', 'this', 'will', 'be', 'good', 'in', 'certain', 'situations', 'like', 'now', 'with', 'coronavirus', 'but', 'with', 'other', 'thing', 'its', 'not', 'as', 'good']",21,2
"It takes away jobs from people  .   Not sure what's exciting about it  .   CEO gets rich, but people lose jobs  .  ","['it', 'takes', 'away', 'jobs', 'from', 'people', 'not', 'sure', 'what', ""'s"", 'exciting', 'about', 'it', 'ceo', 'gets', 'rich', 'but', 'people', 'lose', 'jobs']",20,0
Nice,['nice'],1,1
Humans are declared a virus (COVID)  .   You are no longer essential  .   Welcome to your new norm  .  ,"['humans', 'are', 'declared', 'a', 'virus', 'covid', 'you', 'are', 'no', 'longer', 'essential', 'welcome', 'to', 'your', 'new', 'norm']",16,0
Motorized vehicles belong in the road not on the sidewalk/ pavement where they are a hazard to pedestrians and people with disabilities  .   This man did good  .  ,"['motorized', 'vehicles', 'belong', 'in', 'the', 'road', 'not', 'on', 'the', 'sidewalk/', 'pavement', 'where', 'they', 'are', 'a', 'hazard', 'to', 'pedestrians', 'and', 'people', 'with', 'disabilities', 'this', 'man', 'did', 'good']",26,0
What a copy! Check Starship robot  .  ,"['what', 'a', 'copy', 'check', 'starship', 'robot']",6,2
Would move to Estonia for you guys  .  ,"['would', 'move', 'to', 'estonia', 'for', 'you', 'guys']",7,2
"Glad to see it got through unmolested, nothing worse than cold pizza  .   It's laughable commenters saying ""what if there's a bomb in it?"" or ""what if it's transporting drugs?"" Well of course a parked car, van or truck would better suited for bombs and again a car or van is considerably less conspicuous for transporting contraband that a tiny self-driving robot  .   But we are talking sense and a lot of people don't seen to have any or ignore the most reasonable thing and prefer to be frightened of nothing  .  ","['glad', 'to', 'see', 'it', 'got', 'through', 'unmolested', 'nothing', 'worse', 'than', 'cold', 'pizza', 'it', 'is', 'laughable', 'commenters', 'saying', 'what', 'if', 'there', ""'s"", 'a', 'bomb', 'in', 'it', 'or', 'what', 'if', 'it', 'is', 'transporting', 'drugs', 'well', 'of', 'course', 'a', 'parked', 'car', 'van', 'or', 'truck', 'would', 'better', 'suited', 'for', 'bombs', 'and', 'again', 'a', 'car', 'or', 'van', 'is', 'considerably', 'less', 'conspicuous', 'for', 'transporting', 'contraband', 'that', 'a', 'tiny', 'self-driving', 'robot', 'but', 'we', 'are', 'talking', 'sense', 'and', 'a', 'lot', 'of', 'people', 'do', 'not', 'seen', 'to', 'have', 'any', 'or', 'ignore', 'the', 'most', 'reasonable', 'thing', 'and', 'prefer', 'to', 'be', 'frightened', 'of', 'nothing']",93,2
UM  .   where's MINE? and best part don't have to TIP IT :p,"['um', 'where', ""'s"", 'mine', 'and', 'best', 'part', 'do', 'not', 'have', 'to', 'tip', 'it', 'p']",14,1
